,Palabra,cant central,cant cuyo,Total central,Total cuyo,Total central cuyo,Pvalue,fnorm central,fnorm cuyo,maxdif
26291,frenet,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26283,montañael,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26284,maiorana,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26285,interesás,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26286,provocándome,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26287,termopolis,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26288,mikeila,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26289,prendere,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26290,ampa,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26232,anadón,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26231,ycorteque,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26230,pws,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26176,besf,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26168,jejejjejejejeje,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26169,remarlaaa,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26170,mooorir,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26171,pronosticada,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26172,bolon,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26173,óptimos,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26174,acomete,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26175,retardadas,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26177,hssólo,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26166,parezcamos,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26178,卍卍,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26179,uch,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26180,tieerna,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26181,queste,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26182,andato,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26183,sectorcitos,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26184,bellessi,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26185,magíster,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26167,cael,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26165,velitasss,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26229,jajaajjajajajajajajaja,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26154,brobro,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26146,pagosss,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26147,subsistencia,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26148,ongay,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26149,tankas,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26150,casateee,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26151,insertes,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26152,malarguino,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26153,dsss,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26155,valorarías,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26164,chastry,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26156,jamees,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26157,fonse,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26158,iglesiasla,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26159,terminarlooo,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26160,aar,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26161,yatusabes,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26162,minutoya,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26163,demencio,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26186,yiiihhh,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26187,flashalaaa,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26188,spliter,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26219,carlis,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26211,dongui,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26212,piedemonte,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26213,exists,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26214,deephouse,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26215,eesaaa,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26216,negral,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26217,favoriteo,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26218,gennady,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26220,greendemia,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26189,hiciésemos,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26221,sancarlino,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26222,etche,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26223,tratarr,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26224,barandalla,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26225,eliminarse,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26226,tinchinho,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26227,ramin,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26228,borgescolección,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26210,rizzato,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26209,pleonasmo,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26208,zzzzzzzzzzzzzzzzzzzz,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26207,venezuelaaa,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26190,tentadisimaa,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26191,desechan,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26192,tiwmpo,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26193,oséa,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26194,alechavezz,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26195,ignitooo,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26196,mishuuu,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26197,olieran,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26198,deshabitado,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26199,campanello,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26200,reafirmé,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26201,pasandonos,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26202,emancipado,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26203,paulifer,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26204,bettiol,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26205,jvz,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26206,coherenciaaa,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26386,cansabas,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26387,gedientooo,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
26388,supusimos,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25816,atmos,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25808,fleita,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25809,flogueriada,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25810,abobada,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25811,bbbiennn,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25812,cuñ,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25813,justing,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25814,scans,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25815,estallooo,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25817,mercedez,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25806,turbioo,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25818,panylord,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25819,cartapesta,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25820,dracarys,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25821,ritoque,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25822,tj,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25823,garrrza,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25824,ladilles,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25825,tulito,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25807,jubar,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25805,mestrania,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25827,bauticen,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25794,proprio,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25786,makungaaa,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25787,suriii,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25788,pannncho,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25789,diseñé,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25790,trimestraleees,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25791,troviii,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25792,vetamos,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25793,ironiaaa,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25795,apestando,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25804,voofi,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25796,vandalos,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25797,delirabas,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25798,panquequear,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25799,rociando,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25800,agñesi,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25801,montehermooo,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25802,coterraneos,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25803,inspection,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25826,canaima,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25828,tunduque,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25871,hogaar,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25860,brooonk,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25852,piara,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25853,rincondelosauces,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25854,amaso,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25855,twitteé,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25856,carnasaaa,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25857,cinca,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25858,quiquin,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25859,quieronecesito,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25861,fumarlaaa,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25850,zeziente,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25862,laucieri,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25863,motorrr,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25864,teniass,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25865,cagarias,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25866,halaaa,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25867,secasfpi,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25868,cicatrizaban,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25869,capatas,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25851,mailennn,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25849,arrasaron,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25829,verdsd,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25838,sisisisisisisiii,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25830,chinchillas,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25831,colarnos,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25832,awa,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25833,urjente,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25834,periscopear,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25835,neeennne,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25836,segundia,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25837,reggina,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25839,insulino,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25848,hurray,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25840,oooso,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25841,polkosnik,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25842,bloguero,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25843,acariciaría,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25844,trovi,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25845,englis,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25846,sacante,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25847,alladiohermosa,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25785,jajajajajajajajajajajajajajajajajajajajajajajajajjajajaj,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25784,utensilios,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25783,curativas,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25729,panaco,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25721,shemedio,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25722,idiotizando,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25723,runneraso,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25724,muusss,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25725,piñaso,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25726,ooohhhmmm,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25727,weá,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25728,adueñate,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25730,desconta,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25719,escrachin,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25731,admirás,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25732,añorarte,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25733,donditooo,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25734,sapatos,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25735,amaranto,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25736,desarollar,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25737,truenooo,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25738,huom,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25720,hídrico,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25718,héteros,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25782,lagrimass,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25707,beatrix,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25699,cotòn,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25700,peceras,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25701,hablaaamos,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25702,colmenas,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25703,gorkisaurio,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25704,messigol,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25705,mismicimo,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25706,rtado,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25708,purpora,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25717,holaquetal,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25709,mandarías,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25710,zarbon,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25711,inundee,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25712,contésteme,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25713,compańero,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25714,cobalt,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25715,muchaacho,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25716,charada,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25739,siisisii,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25740,cellebrate,0.0,2.0,0,1,1,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
25741,gritarían,0.0,2.0,0,2,2,0.0478701576425,0.0543388926549,0.212711670713,3.91453819392
