,Palabra,cant cuyo,cant guaranitica,Total cuyo,Total guaranitica,Total cuyo guaranitica,Pvalue,fnorm cuyo,fnorm guaranitica,maxdif
23553,esssistis,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23554,regresaar,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23555,hipotecaria,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23556,warisney,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23557,arquerudooo,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23559,aeroplano,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23566,ufap,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23560,canchereó,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23561,capturame,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23562,pancitaalmohada,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23563,feael,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23564,bergüzar,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23565,piers,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23506,caradebola,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23504,pickup,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23698,sofocanteee,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23662,jorgini,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23420,colapasado,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23419,microclima,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23418,morochia,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23417,corletto,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23416,baldeando,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23415,gustariiaa,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23414,keremooo,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23413,oraciooon,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23412,zacc,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23411,rcl,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23410,marux,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23409,handy,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23408,alvearar,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23407,epopeya,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23406,escritoo,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23421,kusi,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23422,serí,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23423,regulamos,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23432,ioran,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23438,meriva,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23437,cumbiamba,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23436,weiβ,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23435,canutensss,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23434,gabanada,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23433,leccionnn,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23431,valengenesy,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23424,aquui,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23430,estructuración,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23429,fainá,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23428,amian,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23427,cataloguen,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23426,rivayork,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23425,estrujen,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23661,tendríaaa,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23663,florciii,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23503,chaparrónnn,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23664,nachosss,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23683,arpeggio,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23684,jaaajaajaj,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23685,extresa,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23686,pelancho,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23687,desvalorizó,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23688,casaquita,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23689,osar,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23690,temillas,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23691,parapaa,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23692,pishaaa,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23693,dispo,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23694,fresketo,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23695,sofiaraed,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23696,padrinoss,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23697,encuéntrala,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23682,poooio,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23681,bloquiando,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23680,hieloa,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23671,unilateralmente,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23665,nasnoches,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23666,dida,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23667,maniobraas,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23668,desercion,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23669,ayudart,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23670,malisimoos,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23672,enfermoss,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23679,pripiridiii,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23673,futoransky,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23674,ensayás,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23675,sòs,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23676,ñatooo,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23677,boludeannn,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23678,spoileaban,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23439,bonafos,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23440,komosho,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23441,gishe,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23442,benadril,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23484,pitosss,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23483,granjas,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23482,merka,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23481,chacrass,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23480,impositivaaa,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23479,sincope,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23478,durarían,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23477,estupefa,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23652,rosmi,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23653,nachitos,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23654,vicepdte,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23655,rindaaa,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23656,hnooos,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23657,breem,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23658,querernoss,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23485,theoneclubjueves,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23486,blod,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23487,espurio,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23496,mirilla,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23502,tomandoselo,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23501,bulevard,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23500,aburridosel,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23499,niñitaa,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23498,clado,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23497,uwc,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23495,vigevani,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23488,decero,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23494,dengeki,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23493,booommmbaaa,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23492,daaalw,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23491,estreñido,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23490,desafiame,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23489,jajajajajajajajjajajajajjajaja,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23659,padden,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23660,doliéndome,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23476,soxy,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23450,bideeet,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23456,apri,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23455,rincondelosauces,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23454,notaro,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23453,transitamos,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23452,ndp,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23451,carnoso,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23449,scatolaro,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23458,mendozaen,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23448,moraaal,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23447,bolisss,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23446,noelyferreiraa,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23445,panchasas,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23444,halconeando,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23443,audiomusica,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23457,tiempose,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23459,indicnados,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23475,kazajo,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23468,granote,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23474,culiaaadas,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23473,indioshttps,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23472,preciosidades,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23471,peruanito,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23470,batiz,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23469,phobozzz,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23467,consolata,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23460,huevas,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23466,peliculear,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23465,mobizen,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23464,shofer,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23463,carnasaaa,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23462,ezep,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23461,dalvit,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23169,naccional,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23168,pushes,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23167,casenave,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23866,layca,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23850,sulfitos,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23851,putiarlos,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23852,cortales,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23853,baboseadas,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23854,dandelion,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23855,reglamentado,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23856,pelotudísimas,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23857,cariloveee,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23858,varonnn,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23859,ingestión,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23860,chacalea,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23861,chiloé,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23862,ironíani,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23863,iastin,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23864,genniaa,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23849,proscribir,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23848,tiñiendo,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23847,maipusino,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23838,mantecosa,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23832,redondoos,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23833,poemami,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23834,zarbon,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23835,azarentre,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23836,jsjajajjajajajajaa,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23837,trizó,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23839,wecolor,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23846,revolverlo,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23840,coolpvpkohi,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23841,wives,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23842,conteto,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23843,calleceee,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23844,asulunala,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23845,destrabo,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23865,kickstart,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23867,shemedio,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23903,nalguda,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23868,convalidando,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23887,sorcho,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23888,isuani,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23889,embazar,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23890,afectaria,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23891,ordenarlos,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23892,shuda,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23893,panelli,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23894,piñaso,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23895,campodonico,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23896,administró,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23897,noooq,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23898,transportation,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23899,tracia,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23900,bochiii,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23901,saludasss,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23886,pilula,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23885,tocazo,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23884,arauzal,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23875,joqi,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23869,atines,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23870,perrak,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23871,estrellasprimero,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23872,asendieron,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23873,pagomiscuentas,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23874,artoo,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23876,pattto,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23883,prospección,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23877,lombardía,2.0,0.0,2,0,2,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23878,schnell,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23879,djawadi,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23880,jaggerabril,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
23881,piibas,2.0,0.0,1,0,1,0.0102227676723,0.212711670713,0.0322502516326,6.59565925675
